Time;Q_ChauDoc;Q_TanChau;Q_VamNao;Q_CanTho;Q_MyThuan
2011-10-04 12:00:00;8090;24000;11200;21000;22600
2011-10-04 13:00:00;8090;24000;11300;21800;23000
2011-10-04 14:00:00;8070;24000;11300;22400;23700
2011-10-04 15:00:00;8070;24000;11200;22400;24500
2011-10-04 16:00:00;8050;24000;11200;22900;24700
2011-10-04 17:00:00;8030;23700;11200;22400;24300
2011-10-04 18:00:00;8010;23700;11200;22300;23100
2011-10-04 19:00:00;7990;23500;11200;21900;21100
2011-10-04 20:00:00;7930;23500;11200;20600;20000
2011-10-04 21:00:00;7940;23300;11100;17500;16200
2011-10-04 22:00:00;7900;23300;11100;14400;15600
2011-10-04 23:00:00;7880;23300;11100;12700;15200
2011-10-05 00:00:00;7940;23300;11100;13700;16100
2011-10-05 01:00:00;7960;23600;11100;17000;17400
2011-10-05 02:00:00;7990;23800;11100;18600;18000
2011-10-05 03:00:00;8060;24000;11200;19300;18400
2011-10-05 04:00:00;8060;24000;11200;21200;19000
2011-10-05 05:00:00;8060;24000;11200;19800;18700
2011-10-05 06:00:00;8010;23800;11100;19500;18400
2011-10-05 07:00:00;8010;23800;11200;18100;18000
2011-10-05 08:00:00;8010;23800;11100;17400;17900
2011-10-05 09:00:00;8010;23800;11100;16300;17900
2011-10-05 10:00:00;8030;23700;11200;16600;18900
2011-10-05 11:00:00;8010;23700;11200;18400;20000
2011-10-05 12:00:00;8030;23700;11100;20000;21100
2011-10-05 13:00:00;8050;23900;11200;21300;22200
2011-10-05 14:00:00;8070;23900;11200;22400;22700
2011-10-05 15:00:00;8070;23900;11300;23300;23300
2011-10-05 16:00:00;8030;23700;11200;23400;23700
2011-10-05 17:00:00;8010;23700;11100;23100;22200
2011-10-05 18:00:00;7990;23700;11200;22600;20900
2011-10-05 19:00:00;7970;23500;11200;22600;19400
2011-10-05 20:00:00;7950;23400;11200;21100;18800
2011-10-05 21:00:00;7930;23200;11100;19600;18300
2011-10-05 22:00:00;7910;23200;11100;18700;16900
2011-10-05 23:00:00;7900;23300;11100;17100;15700
2011-10-06 00:00:00;7880;23300;11100;15200;15800
2011-10-06 01:00:00;7900;23300;11100;13900;16500
2011-10-06 02:00:00;7910;23300;11100;14400;17200
2011-10-06 03:00:00;7950;23500;11000;16900;18500
2011-10-06 04:00:00;8010;23700;11100;18300;19300
2011-10-06 05:00:00;8030;23700;11200;19800;19800
2011-10-06 06:00:00;8030;23700;11200;20700;20000
2011-10-06 07:00:00;8050;23700;11200;20500;18900
2011-10-06 08:00:00;8030;23800;11200;19300;20600
2011-10-06 09:00:00;8030;23700;11200;19200;21300
2011-10-06 10:00:00;8030;23700;11200;17400;20300
2011-10-06 11:00:00;8030;23700;11200;17700;19300
2011-10-06 12:00:00;8030;23700;11200;17700;19000
2011-10-06 13:00:00;7990;23700;11100;18200;19900
2011-10-06 14:00:00;8030;23700;11200;19200;20300
2011-10-06 15:00:00;8030;23700;11200;20900;20800
2011-10-06 16:00:00;8010;23700;11200;21300;22400
2011-10-06 17:00:00;8030;23700;11200;22200;22700
2011-10-06 18:00:00;7990;23700;11100;22000;23400
2011-10-06 19:00:00;7990;23700;11100;22100;23700
2011-10-06 20:00:00;7970;23500;11100;22100;20900
2011-10-06 21:00:00;7950;23500;11200;21600;20700
2011-10-06 22:00:00;7930;23500;11100;20400;20000
2011-10-06 23:00:00;7910;23300;11100;17900;19300
2011-10-07 00:00:00;7900;23300;11100;15300;18200
2011-10-07 01:00:00;7920;23300;11100;12500;17200
2011-10-07 02:00:00;7910;23300;11100;11200;16500
2011-10-07 03:00:00;7930;23500;11000;11400;16700
2011-10-07 04:00:00;8010;23700;11100;15100;18100
2011-10-07 05:00:00;8030;23700;11200;17100;19400
2011-10-07 06:00:00;8090;23900;11200;20400;20000
2011-10-07 07:00:00;8090;24000;11200;21300;20500
2011-10-07 08:00:00;8090;24000;11200;21900;21200
2011-10-07 09:00:00;8070;24000;11300;22200;22000
2011-10-07 10:00:00;8070;23900;11300;20000;21400
2011-10-07 11:00:00;8070;23900;11200;18300;21000
2011-10-07 12:00:00;8050;23700;11200;18600;20200
2011-10-07 13:00:00;8010;23700;11200;19300;19800
2011-10-07 14:00:00;8010;23700;11200;19100;19900
2011-10-07 15:00:00;8010;23700;11100;19800;20500
2011-10-07 16:00:00;8010;23700;11100;20500;20800
2011-10-07 17:00:00;8050;23700;11200;21800;22100
2011-10-07 18:00:00;8050;23700;11200;22000;22900
2011-10-07 19:00:00;8050;23700;11200;22900;22400
2011-10-07 20:00:00;8010;23700;11100;22700;21700
2011-10-07 21:00:00;8010;23700;11200;22200;21700
2011-10-07 22:00:00;8010;23700;11200;22100;20100
2011-10-07 23:00:00;7970;23500;11200;20900;18200
2011-10-08 00:00:00;7950;23500;11200;18400;17700
2011-10-08 01:00:00;7930;23500;11100;13700;16400
2011-10-08 02:00:00;7930;23500;11200;12400;15300
2011-10-08 03:00:00;7950;23400;11100;11000;15900
2011-10-08 04:00:00;7990;23400;11100;14300;16400
2011-10-08 05:00:00;8030;23600;11100;17200;18300
2011-10-08 06:00:00;8070;23900;11200;19700;19700
2011-10-08 07:00:00;8130;24100;11300;21400;21200
2011-10-08 08:00:00;8110;24200;11200;22400;22200
2011-10-08 09:00:00;8110;24200;11300;22600;22600
2011-10-08 10:00:00;8090;24000;11300;21800;22000
2011-10-08 11:00:00;8070;24000;11300;20400;22100
2011-10-08 12:00:00;8070;23900;11200;20000;20700
2011-10-08 13:00:00;8050;23700;11200;17700;19800
2011-10-08 14:00:00;8010;23700;11200;17300;18500
2011-10-08 15:00:00;8010;23700;11200;17300;18800
2011-10-08 16:00:00;8050;23700;11200;18600;20900
2011-10-08 17:00:00;8070;23900;11200;20300;20700
2011-10-08 18:00:00;8090;23900;11300;20900;20200
2011-10-08 19:00:00;8090;23900;11300;22300;21500
2011-10-08 20:00:00;8090;23900;11200;22700;21700
2011-10-08 21:00:00;8090;23900;11300;23200;22200
2011-10-08 22:00:00;8070;23900;11200;22400;22900
2011-10-08 23:00:00;8010;23700;11300;20400;21500
2011-10-09 00:00:00;7990;23700;11200;19000;19100
2011-10-09 01:00:00;7970;23500;11200;15900;18100
2011-10-09 02:00:00;7990;23500;11200;13400;17200
2011-10-09 03:00:00;7970;23500;11100;11000;14100
2011-10-09 04:00:00;7990;23700;11100;12300;14700
2011-10-09 05:00:00;8070;23900;11100;16000;17200
2011-10-09 06:00:00;8110;23900;11200;19500;20000
2011-10-09 07:00:00;8130;24200;11300;21000;20400
2011-10-09 08:00:00;8170;24600;11300;21800;21500
2011-10-09 09:00:00;8150;24600;11300;22000;23300
2011-10-09 10:00:00;8130;24400;11300;22100;23800
2011-10-09 11:00:00;8090;24000;11300;21100;23000
2011-10-09 12:00:00;8070;24000;11300;20400;21100
2011-10-09 13:00:00;8050;24000;11200;18500;19100
2011-10-09 14:00:00;8030;23800;11200;16000;19100
2011-10-09 15:00:00;8030;23700;11100;15500;19000
2011-10-09 16:00:00;8050;23700;11200;16200;19400
2011-10-09 17:00:00;8050;24000;11300;18200;21200
2011-10-09 18:00:00;8070;24000;11200;20200;21500
2011-10-09 19:00:00;8090;24000;11200;22100;21500
2011-10-09 20:00:00;8130;24400;11300;22800;21800
2011-10-09 21:00:00;8090;24000;11300;22500;22300
2011-10-09 22:00:00;8110;24200;11300;22400;22200
2011-10-09 23:00:00;8070;24000;11300;20900;22400
2011-10-10 00:00:00;8050;24000;11300;18700;19300
2011-10-10 01:00:00;8030;23800;11200;18000;19100
2011-10-10 02:00:00;8010;23800;11200;15000;17800
2011-10-10 03:00:00;8010;23700;11200;11200;14500
2011-10-10 04:00:00;8030;23700;11200;10700;14000
2011-10-10 05:00:00;8050;24000;11200;13100;17400
2011-10-10 06:00:00;8110;24200;11200;17900;18800
2011-10-10 07:00:00;8170;24600;11300;20500;19800
2011-10-10 08:00:00;8160;24400;11400;21400;21200
2011-10-10 09:00:00;8190;24600;11400;22600;22900
2011-10-10 10:00:00;8170;24600;11400;22400;23200
2011-10-10 11:00:00;8150;24400;11300;23800;23500
2011-10-10 12:00:00;8090;24000;11300;22000;23300
2011-10-10 13:00:00;8070;24000;11300;20500;22600
2011-10-10 14:00:00;8050;24000;11300;16700;20900
2011-10-10 15:00:00;8050;23700;11300;13900;18400
2011-10-10 16:00:00;8030;23700;11100;13700;16800
2011-10-10 17:00:00;8050;23700;11200;15500;18800
2011-10-10 18:00:00;8090;23900;11200;18400;19800
2011-10-10 19:00:00;8110;24200;11200;21000;20800
2011-10-10 20:00:00;8130;24200;11300;21600;21300
2011-10-10 21:00:00;8130;24200;11300;22500;21900
2011-10-10 22:00:00;8150;24400;11300;22200;22800
2011-10-10 23:00:00;8110;24200;11400;22700;23200
2011-10-11 00:00:00;8090;24000;11300;21200;22800
2011-10-11 01:00:00;8070;24000;11300;17900;21100
2011-10-11 02:00:00;8050;24000;11300;12700;19700
2011-10-11 03:00:00;8030;23800;11300;9740;16200
2011-10-11 04:00:00;8030;23700;11100;9080;15200
2011-10-11 05:00:00;8050;23700;11200;11900;16900
2011-10-11 06:00:00;8070;23900;11200;15900;17800
2011-10-11 07:00:00;8150;24100;11200;19100;19000
2011-10-11 08:00:00;8160;24400;11300;21200;21100
2011-10-11 09:00:00;8160;24400;11300;22200;21900
2011-10-11 10:00:00;8150;24400;11300;23000;23500
2011-10-11 11:00:00;8130;24200;11300;23400;24700
2011-10-11 12:00:00;8130;24100;11400;23200;24000
2011-10-11 13:00:00;8090;23900;11300;22400;22300
2011-10-11 14:00:00;8050;23900;11200;18400;22300
2011-10-11 15:00:00;8030;23700;11300;13200;18000
2011-10-11 16:00:00;8010;23700;11200;10300;17000
2011-10-11 17:00:00;8010;23700;11200;11300;16300
2011-10-11 18:00:00;8030;23700;11100;14900;17900
2011-10-11 19:00:00;8110;23900;11200;18700;20100
2011-10-11 20:00:00;8160;24300;11300;20800;21100
2011-10-11 21:00:00;8160;24400;11300;21300;22000
2011-10-11 22:00:00;8190;24600;11300;22300;22900
2011-10-11 23:00:00;8130;24200;11300;23500;23000
2011-10-12 00:00:00;8130;24100;11400;22200;22300
2011-10-12 01:00:00;8110;23900;11300;21600;21300
2011-10-12 02:00:00;8050;23900;11200;19000;18700
2011-10-12 03:00:00;8030;23700;11200;11100;17000
2011-10-12 04:00:00;8030;23700;11200;10200;14700
2011-10-12 05:00:00;8030;23700;11200;11100;15600
2011-10-12 06:00:00;8070;23800;11100;15300;18200
2011-10-12 07:00:00;8100;24100;11200;19100;20500
2011-10-12 08:00:00;8180;24300;11200;20800;21600
2011-10-12 09:00:00;8180;24300;11300;22300;22700
2011-10-12 10:00:00;8180;24300;11400;23200;23800
2011-10-12 11:00:00;8160;24300;11300;23500;24200
2011-10-12 12:00:00;8100;24100;11300;23600;24900
2011-10-12 13:00:00;8080;23900;11300;23200;25200
2011-10-12 14:00:00;8070;23800;11300;21100;22600
2011-10-12 15:00:00;8050;23600;11200;16200;19300
2011-10-12 16:00:00;8030;23600;11200;11400;16800
2011-10-12 17:00:00;8010;23600;11100;9520;15100
2011-10-12 18:00:00;8030;23600;11100;13100;17200
2011-10-12 19:00:00;8040;23700;11100;16900;18900
2011-10-12 20:00:00;8120;24000;11200;19900;21400
2011-10-12 21:00:00;8160;24200;11200;21200;22300
2011-10-12 22:00:00;8180;24300;11300;22100;22900
2011-10-12 23:00:00;8120;24100;11300;22500;22900
2011-10-13 00:00:00;8100;24100;11300;22500;23600
2011-10-13 01:00:00;8080;23900;11300;21000;22000
2011-10-13 02:00:00;8070;23800;11200;20100;20500
2011-10-13 03:00:00;8050;23600;11200;19000;19400
2011-10-13 04:00:00;8030;23600;11100;11000;16400
2011-10-13 05:00:00;8030;23600;11200;11400;15000
2011-10-13 06:00:00;8050;23600;11200;14000;16600
2011-10-13 07:00:00;8060;23700;11100;17100;19400
2011-10-13 08:00:00;8140;24000;11200;20000;21200
2011-10-13 09:00:00;8140;24300;11300;22100;22200
2011-10-13 10:00:00;8140;24300;11300;22800;23800
2011-10-13 11:00:00;8120;24100;11300;23000;24300
2011-10-13 12:00:00;8100;23800;11200;22700;25100
2011-10-13 13:00:00;8080;23800;11300;23200;25900
2011-10-13 14:00:00;8020;23500;11200;21600;22900
2011-10-13 15:00:00;8000;23500;11200;19100;21400
2011-10-13 16:00:00;7940;23300;11200;15400;19300
2011-10-13 17:00:00;7970;23300;11200;10300;15100
2011-10-13 18:00:00;7970;23300;11100;9310;15900
2011-10-13 19:00:00;8010;23600;11100;13500;17200
2011-10-13 20:00:00;8020;23500;11100;17200;18000
2011-10-13 21:00:00;8100;23800;11200;20500;21200
2011-10-13 22:00:00;8120;24100;11300;22100;22500
2011-10-13 23:00:00;8100;24100;11300;23000;22900
2011-10-14 00:00:00;8080;23900;11300;22300;23300
2011-10-14 01:00:00;8070;23900;11300;20500;23600
2011-10-14 02:00:00;8020;23500;11200;20300;22600
2011-10-14 03:00:00;8000;23500;11200;17000;20000
2011-10-14 04:00:00;7980;23500;11100;11900;16100
2011-10-14 05:00:00;8010;23600;11200;10500;15500
2011-10-14 06:00:00;7980;23500;11100;13100;17600
2011-10-14 07:00:00;7980;23500;11000;16700;18100
2011-10-14 08:00:00;8040;23700;11100;19700;20900
2011-10-14 09:00:00;8100;23800;11200;22400;21800
2011-10-14 10:00:00;8100;24100;11300;22800;23300
2011-10-14 11:00:00;8100;24100;11300;22900;23700
2011-10-14 12:00:00;8080;23900;11300;23500;24400
2011-10-14 13:00:00;8070;23800;11200;22700;24900
2011-10-14 14:00:00;8000;23500;11100;21500;24200
2011-10-14 15:00:00;7980;23500;11200;19900;21000
2011-10-14 16:00:00;7950;23300;11200;15200;18900
2011-10-14 17:00:00;7930;23300;11200;9910;16000
2011-10-14 18:00:00;7910;23100;11100;8590;15700
2011-10-14 19:00:00;7930;23300;11000;10100;15800
2011-10-14 20:00:00;7970;23300;11000;14400;18400
2011-10-14 21:00:00;8020;23500;11100;16600;20300
2011-10-14 22:00:00;8060;23700;11100;21400;20900
2011-10-14 23:00:00;8080;23900;11200;22800;21200
2011-10-15 00:00:00;8070;23900;11200;22300;22200
2011-10-15 01:00:00;8050;23900;11300;22500;22600
2011-10-15 02:00:00;8030;23700;11200;21600;23000
2011-10-15 03:00:00;8010;23600;11100;18900;20300
2011-10-15 04:00:00;7990;23400;11200;14300;17300
2011-10-15 05:00:00;7950;23300;11100;12400;15000
2011-10-15 06:00:00;7950;23300;11100;13100;15900
2011-10-15 07:00:00;7920;23300;11100;15800;19000
2011-10-15 08:00:00;7980;23500;11100;19500;19500
2011-10-15 09:00:00;8020;23500;11100;21000;20600
2011-10-15 10:00:00;8040;23700;11200;22300;21900
2011-10-15 11:00:00;8070;23800;11200;22700;23500
2011-10-15 12:00:00;8050;23600;11200;22400;23700
2011-10-15 13:00:00;8030;23600;11200;22400;24200
2011-10-15 14:00:00;7970;23300;11100;22300;24400
2011-10-15 15:00:00;7950;23300;11100;21800;21900
2011-10-15 16:00:00;7930;23300;11200;19900;20700
2011-10-15 17:00:00;7930;23200;11100;13600;17000
2011-10-15 18:00:00;7850;23100;11100;10100;15000
2011-10-15 19:00:00;7890;23100;11100;9610;15700
2011-10-15 20:00:00;7890;23100;11000;14000;16500
2011-10-15 21:00:00;7970;23300;11000;16900;18000
2011-10-15 22:00:00;8020;23500;11100;20000;19000
2011-10-15 23:00:00;8040;23700;11200;21000;19400
2011-10-16 00:00:00;8070;23800;11200;21800;21200
2011-10-16 01:00:00;8050;23600;11200;22000;22300
2011-10-16 02:00:00;8030;23600;11200;22500;22800
2011-10-16 03:00:00;7970;23300;11100;20400;19300
2011-10-16 04:00:00;7970;23300;11200;18600;18300
2011-10-16 05:00:00;7950;23300;11100;15300;16900
2011-10-16 06:00:00;7910;23300;11100;12600;15900
2011-10-16 07:00:00;7920;23200;11000;15100;17500
2011-10-16 08:00:00;7940;23300;11000;18300;20500
2011-10-16 09:00:00;7980;23500;11100;20500;21600
2011-10-16 10:00:00;8000;23500;11100;22300;22600
2011-10-16 11:00:00;8020;23500;11100;23300;23800
2011-10-16 12:00:00;8000;23500;11200;23700;24400
2011-10-16 13:00:00;7960;23200;11100;23600;24700
2011-10-16 14:00:00;7940;23200;11100;23300;24800
2011-10-16 15:00:00;7920;23200;11100;22300;25200
2011-10-16 16:00:00;7890;23100;11100;21300;21600
2011-10-16 17:00:00;7850;23100;11100;16800;17600
2011-10-16 18:00:00;7830;23100;11000;11300;16700
2011-10-16 19:00:00;7810;22900;11000;9560;15800
2011-10-16 20:00:00;7810;22900;11000;10300;16700
2011-10-16 21:00:00;7850;23100;10900;15100;18000
2011-10-16 22:00:00;7910;23300;11000;18300;19300
2011-10-16 23:00:00;7940;23300;11000;19700;19900
2011-10-17 00:00:00;7980;23500;11100;21300;20300
2011-10-17 01:00:00;7970;23300;11100;22400;21200
2011-10-17 02:00:00;7920;23300;11100;22800;21700
2011-10-17 03:00:00;7910;23300;11100;20100;20100
2011-10-17 04:00:00;7890;23100;11000;17700;18900
2011-10-17 05:00:00;7890;23100;11100;13700;17100
2011-10-17 06:00:00;7870;23100;11000;12600;16500
2011-10-17 07:00:00;7890;23100;11000;14600;17200
2011-10-17 08:00:00;7910;23300;11000;16900;18400
2011-10-17 09:00:00;7940;23200;11000;19100;19100
2011-10-17 10:00:00;7940;23300;11000;22100;20500
2011-10-17 11:00:00;7980;23500;11100;23300;22200
2011-10-17 12:00:00;7940;23300;11100;23700;22800
2011-10-17 13:00:00;7920;23300;11000;23200;24500
2011-10-17 14:00:00;7910;23300;11100;22900;24400
2011-10-17 15:00:00;7890;23100;11100;22300;24900
2011-10-17 16:00:00;7870;23000;11000;22400;21900
2011-10-17 17:00:00;7850;23000;11100;20400;21600
2011-10-17 18:00:00;7830;22800;11000;14700;16400
2011-10-17 19:00:00;7810;22800;11000;11700;14700
2011-10-17 20:00:00;7810;22800;10900;10100;15000
2011-10-17 21:00:00;7830;22800;10900;12100;17300
2011-10-17 22:00:00;7870;23000;10900;15000;18800
2011-10-17 23:00:00;7910;23300;11000;16700;19800
2011-10-18 00:00:00;7970;23300;11100;19700;22000
2011-10-18 01:00:00;7970;23300;11100;20400;22000
2011-10-18 02:00:00;7950;23300;11000;21300;22400
2011-10-18 03:00:00;7910;23300;11100;20900;21000
2011-10-18 04:00:00;7930;23300;11100;19800;18500
2011-10-18 05:00:00;7890;23100;11000;15200;16500
2011-10-18 06:00:00;7890;23100;11000;13400;15800
2011-10-18 07:00:00;7890;23100;11000;13500;16300
2011-10-18 08:00:00;7910;23300;11000;15100;19200
2011-10-18 09:00:00;7940;23200;11000;18000;19800
2011-10-18 10:00:00;7940;23300;11000;20100;21400
2011-10-18 11:00:00;7960;23500;11000;21000;22700
2011-10-18 12:00:00;7960;23500;11100;22500;23100
2011-10-18 13:00:00;7940;23300;11000;22800;23500
2011-10-18 14:00:00;7920;23300;11000;21400;25200
2011-10-18 15:00:00;7910;23300;11100;21900;25600
2011-10-18 16:00:00;7890;23100;11100;21200;25600
2011-10-18 17:00:00;7870;23100;11100;20600;21000
2011-10-18 18:00:00;7850;23000;11000;18600;19300
2011-10-18 19:00:00;7830;22800;11000;14800;18900
2011-10-18 20:00:00;7830;22800;11000;12100;17400
2011-10-18 21:00:00;7810;22900;11000;12000;15100
2011-10-18 22:00:00;7870;23000;11000;14000;16400
2011-10-18 23:00:00;7910;23000;11000;15800;18900
2011-10-19 00:00:00;7920;23300;11100;18300;20200
2011-10-19 01:00:00;7940;23300;11100;18700;21200
2011-10-19 02:00:00;7940;23300;11000;20100;21800
2011-10-19 03:00:00;7940;23300;11100;20300;22100
2011-10-19 04:00:00;7920;23300;11100;19800;21800
2011-10-19 05:00:00;7920;23300;11000;15700;21000
2011-10-19 06:00:00;7920;23300;11000;15000;18800
2011-10-19 07:00:00;7920;23300;11100;14600;16900
2011-10-19 08:00:00;7920;23300;11000;16000;19000
2011-10-19 09:00:00;7940;23300;11100;17400;19400
2011-10-19 10:00:00;7980;23500;11000;18300;19800
2011-10-19 11:00:00;8000;23500;11100;19800;20900
2011-10-19 12:00:00;8000;23500;11100;22200;22900
2011-10-19 13:00:00;8000;23500;11100;23500;23400
2011-10-19 14:00:00;7980;23500;11100;23700;23700
2011-10-19 15:00:00;7940;23300;11100;23000;23900
2011-10-19 16:00:00;7920;23300;11000;22200;24400
2011-10-19 17:00:00;7910;23300;11100;21900;22900
2011-10-19 18:00:00;7890;23100;11100;21000;20700
2011-10-19 19:00:00;7890;23000;11100;19800;20500
2011-10-19 20:00:00;7870;23100;11000;15700;18300
2011-10-19 21:00:00;7870;23000;11000;12400;15400
2011-10-19 22:00:00;7890;23100;11100;12100;15500
2011-10-19 23:00:00;7910;23100;11000;13900;17100
2011-10-20 00:00:00;7910;23300;11000;16700;18400
2011-10-20 01:00:00;7920;23300;11000;18700;19400
2011-10-20 02:00:00;7940;23300;11100;19300;19800
2011-10-20 03:00:00;7980;23500;11100;19300;20500
2011-10-20 04:00:00;7980;23500;11100;18900;21200
2011-10-20 05:00:00;7940;23300;11000;18400;21400
2011-10-20 06:00:00;7940;23300;11000;17300;20800
2011-10-20 07:00:00;8030;23600;11100;15900;19800
2011-10-20 08:00:00;7960;23500;11100;16200;18700
2011-10-20 09:00:00;7960;23500;11100;16700;18000
2011-10-20 10:00:00;7960;23500;11000;17500;19600
2011-10-20 11:00:00;7980;23500;11100;19100;20200
2011-10-20 12:00:00;7980;23500;11100;19500;21200
2011-10-20 13:00:00;7980;23500;11100;19600;21900
2011-10-20 14:00:00;7980;23500;11100;19800;22800
2011-10-20 15:00:00;7980;23400;11100;20000;23000
2011-10-20 16:00:00;7960;23500;11100;19700;23900
2011-10-20 17:00:00;7940;23300;11100;18800;23900
2011-10-20 18:00:00;7920;23300;11100;20100;20700
2011-10-20 19:00:00;7910;23300;11100;21500;19500
2011-10-20 20:00:00;7890;23100;11100;18600;17900
2011-10-20 21:00:00;7890;23000;11100;15800;16400
2011-10-20 22:00:00;7870;23100;11100;14100;14400
2011-10-20 23:00:00;7890;23100;11000;13200;15300
2011-10-21 00:00:00;7910;23000;11000;12800;15700
2011-10-21 01:00:00;7920;23300;11100;14100;16600
2011-10-21 02:00:00;7940;23300;11000;16700;18100
2011-10-21 03:00:00;7960;23500;11100;17300;19400
2011-10-21 04:00:00;7980;23500;11100;19400;20100
2011-10-21 05:00:00;8000;23400;11100;19400;20900
2011-10-21 06:00:00;7980;23400;11100;19100;19700
2011-10-21 07:00:00;7960;23500;11100;18700;19500
2011-10-21 08:00:00;7960;23200;11100;16600;19100
2011-10-21 09:00:00;7960;23200;11100;15900;18900
2011-10-21 10:00:00;7960;23200;11100;16600;19300
2011-10-21 11:00:00;7960;23200;11100;17400;19500
2011-10-21 12:00:00;7960;23200;11100;17500;20900
2011-10-21 13:00:00;7960;23200;11000;19500;21300
2011-10-21 14:00:00;7960;23200;11100;20400;21500
2011-10-21 15:00:00;7960;23200;11100;22000;22100
2011-10-21 16:00:00;7960;23200;11100;21800;22800
2011-10-21 17:00:00;7940;23200;11000;22000;22800
2011-10-21 18:00:00;7900;23000;11000;21500;23000
2011-10-21 19:00:00;7920;23200;11100;19700;20700
2011-10-21 20:00:00;7910;23000;11000;20400;20400
2011-10-21 21:00:00;7890;23000;11100;18300;20000
2011-10-21 22:00:00;7840;22800;11100;15700;18700
2011-10-21 23:00:00;7870;23000;11000;13900;15200
2011-10-22 00:00:00;7870;23000;10900;11200;14800
2011-10-22 01:00:00;7890;23000;11000;12500;15800
2011-10-22 02:00:00;7880;22800;11000;14900;16600
2011-10-22 03:00:00;7940;23200;11000;16400;17500
2011-10-22 04:00:00;7960;23200;11000;17900;18700
2011-10-22 05:00:00;7960;23500;11000;19500;19400
2011-10-22 06:00:00;7960;23500;11100;20000;19800
2011-10-22 07:00:00;7960;23200;11000;20300;20400
2011-10-22 08:00:00;7960;23200;11000;19100;20100
2011-10-22 09:00:00;7960;23200;11100;18200;19700
2011-10-22 10:00:00;7920;23000;11100;17300;19000
2011-10-22 11:00:00;7940;23200;11100;16600;19000
2011-10-22 12:00:00;7940;23200;11100;17300;19300
2011-10-22 13:00:00;7940;23200;11000;17800;20500
2011-10-22 14:00:00;7940;23200;11000;18900;21100
2011-10-22 15:00:00;7940;23200;11000;20300;21300
2011-10-22 16:00:00;7940;23200;11000;21100;21400
2011-10-22 17:00:00;7940;23200;11100;21500;21800
2011-10-22 18:00:00;7900;23000;11000;20900;22300
2011-10-22 19:00:00;7920;23200;11000;21200;22300
2011-10-22 20:00:00;7910;23000;11000;20500;21800
2011-10-22 21:00:00;7860;22800;11000;20000;19600
2011-10-22 22:00:00;7890;23000;11000;18000;19300
2011-10-22 23:00:00;7850;23000;11000;14500;16500
2011-10-23 00:00:00;7810;22700;11000;12000;15000
2011-10-23 01:00:00;7830;22800;10900;9670;14500
2011-10-23 02:00:00;7840;22800;10900;9790;14200
2011-10-23 03:00:00;7880;22800;10900;13500;16200
2011-10-23 04:00:00;7920;23000;10900;16700;17200
2011-10-23 05:00:00;7940;23000;10900;19000;18400
2011-10-23 06:00:00;7940;23000;10900;21000;20700
2011-10-23 07:00:00;7940;23000;11000;21000;20800
2011-10-23 08:00:00;7920;23000;11000;21200;21700
2011-10-23 09:00:00;7920;23000;11000;20500;20800
2011-10-23 10:00:00;7900;22800;11000;19700;19400
2011-10-23 11:00:00;7880;22800;11000;17700;19200
2011-10-23 12:00:00;7880;22800;10900;17000;17100
2011-10-23 13:00:00;7860;22800;10900;16300;19100
2011-10-23 14:00:00;7860;22800;11000;17100;20300
2011-10-23 15:00:00;7860;22800;11000;18600;21100
2011-10-23 16:00:00;7860;22800;10900;19000;21600
2011-10-23 17:00:00;7860;22800;10900;21400;22100
2011-10-23 18:00:00;7860;22800;10900;21300;21900
2011-10-23 19:00:00;7860;22800;11000;21700;22500
2011-10-23 20:00:00;7860;22800;10900;22500;22700
2011-10-23 21:00:00;7840;22800;11000;21700;21700
2011-10-23 22:00:00;7830;22700;10900;21400;19000
2011-10-23 23:00:00;7780;22500;10900;18000;16700
2011-10-24 00:00:00;7760;22500;10900;14800;15300
2011-10-24 01:00:00;7720;22200;10800;10600;14000
2011-10-24 02:00:00;7720;22200;10800;8330;13400
2011-10-24 03:00:00;7740;22400;10800;8770;14600
2011-10-24 04:00:00;7800;22400;10700;13600;16700
2011-10-24 05:00:00;7830;22600;10800;18100;17400
2011-10-24 06:00:00;7880;22700;10900;20000;19800
2011-10-24 07:00:00;7880;22700;10900;21400;21600
2011-10-24 08:00:00;7860;22700;10900;20700;22500
2011-10-24 09:00:00;7840;22700;10900;22100;22100
2011-10-24 10:00:00;7820;22700;10900;19900;21600
2011-10-24 11:00:00;7800;22500;10800;20100;21000
2011-10-24 12:00:00;7780;22500;10900;16900;20500
2011-10-24 13:00:00;7760;22500;10800;13200;18000
2011-10-24 14:00:00;7720;22200;10700;12200;16200
2011-10-24 15:00:00;7720;22200;10800;12700;16600
2011-10-24 16:00:00;7740;22400;10700;16500;17200
2011-10-24 17:00:00;7760;22400;10700;18900;19300
2011-10-24 18:00:00;7800;22600;10800;20500;19900
2011-10-24 19:00:00;7820;22700;10900;21800;21700
2011-10-24 20:00:00;7780;22400;10800;22500;22800
2011-10-24 21:00:00;7780;22500;10800;22500;22600
2011-10-24 22:00:00;7740;22200;10700;21700;21800
2011-10-24 23:00:00;7720;22200;10800;20300;19400
2011-10-25 00:00:00;7700;22200;10700;18500;17700
2011-10-25 01:00:00;7690;22200;10800;14000;15600
2011-10-25 02:00:00;7670;22200;10700;6410;15000
2011-10-25 03:00:00;7690;22200;10600;7140;12100
2011-10-25 04:00:00;7720;22200;10700;10700;15500
2011-10-25 05:00:00;7780;22400;10600;16300;18000
