ten_mike;so_doan;ch0;ch1;dai_km;US;DS;link;giu_ledger;ly_do;n_xsec_mike;topo_id;n_survey2020
Branch1016;1;0.0;16058.0;16.06;Ca Mau BL@24632;TU_DO;no;GIU;co_mat_cat_mike;0;;0
Branch1017;1;0.0;3822.0;3.82;K. Cay Bong@7847;Branch1016@7724;no;GIU;co_mat_cat_mike;0;;0
Branch1018;1;0.0;4116.0;4.12;Branch1016@7724;K. Cai Cung@6000;no;GIU;co_mat_cat_mike;0;;0
Branch1019;1;0.0;4250.0;4.25;Ca Mau11@6000;Branch1016@11769;no;GIU;co_mat_cat_mike;0;;0
Branch1020;1;0.0;5070.0;5.07;Branch1016@11769;K. Cai Cung@8000;no;GIU;co_mat_cat_mike;0;;0
Branch1021;1;0.0;5485.0;5.49;Ca Mau11@7826;Branch1016@14568;no;GIU;co_mat_cat_mike;0;;0
Branch1022;1;0.0;4169.0;4.17;Branch1016@14568;K. Cai Cung@10000;no;GIU;co_mat_cat_mike;0;;0
Branch1023;1;0.0;3497.0;3.5;Branch1019@1750;Branch1016@11057;no;GIU;co_mat_cat_mike;0;;0
Branch1024;1;0.0;2850.0;2.85;Ca Mau11@3000;Branch1016@9232;no;GIU;co_mat_cat_mike;0;;0
Branch1025;1;0.0;4967.0;4.97;K. Cay Bong@3972;Branch1016@6000;no;GIU;co_mat_cat_mike;0;;0
Branch1026;1;0.0;4676.0;4.68;Branch1016@11057;K. Cai Cung@8000;no;GIU;co_mat_cat_mike;0;;0
Branch1027;1;0.0;4532.0;4.53;K. Cai Cung@2000;K. Vinh My ngoai@770;no;GIU;co_mat_cat_mike;0;;0
Branch1028;1;0.0;7119.0;7.12;Branch1027@914;Branch1029@3000;no;GIU;co_mat_cat_mike;0;;0
Branch1029;1;0.0;4393.0;4.39;K. Cai Cung@10000;K. Vinh My ngoai@9600;no;GIU;co_mat_cat_mike;0;;0
Branch1030;1;0.0;2904.0;2.9;Branch1028@1793;K. Vinh My ngoai@4000;no;GIU;co_mat_cat_mike;0;;0
Branch1031;1;0.0;2066.0;2.07;Branch1028@3560;K. Vinh My ngoai@6381;no;GIU;co_mat_cat_mike;0;;0
Branch1032;1;0.0;1694.0;1.69;Branch1028@5636;K. Vinh My ngoai@7517;no;GIU;co_mat_cat_mike;0;;0
Branch1033;1;0.0;1726.0;1.73;Branch1028@4750;K. Vinh My ngoai@7517;no;GIU;co_mat_cat_mike;0;;0
Branch1034;1;0.0;1584.0;1.58;K. Cai Cung@8000;Branch1028@4750;no;GIU;co_mat_cat_mike;0;;0
Branch1035;1;0.0;1664.0;1.66;K. Cai Cung@8000;Branch1028@5636;no;GIU;co_mat_cat_mike;0;;0
Branch1036;1;0.0;5464.0;5.46;K. Vinh My ngoai@6381;K. Chua Phat@4000;no;GIU;co_mat_cat_mike;0;;0
Branch1037;1;0.0;2705.0;2.71;K. Vinh My ngoai@770;TU_DO;no;GIU;co_mat_cat_mike;0;;0
Branch1038;1;0.0;3597.0;3.6;K. Vinh My ngoai@4000;K. Chua Phat@2923;no;GIU;co_mat_cat_mike;0;;0
Branch1039;1;0.0;3640.0;3.64;K. Vinh My ngoai@2211;Branch1037@2705;no;GIU;co_mat_cat_mike;0;;0
Branch1040;1;0.0;4908.0;4.91;K. Vinh My ngoai@7517;K. Chua Phat@6405;no;GIU;co_mat_cat_mike;0;;0
Branch1041;1;0.0;4323.0;4.32;K. Vinh My ngoai@9600;K. Chua Phat@8501;no;GIU;co_mat_cat_mike;0;;0
Branch1042;1;0.0;5551.0;5.55;K. Chua Phat@1815;Branch1053@751;no;GIU;co_mat_cat_mike;0;;0
Branch1043;1;0.0;9079.0;9.08;K. Chua Phat@4000;Ca Mau BL@936;no;GIU;co_mat_cat_mike;0;;0
Branch1044;1;0.0;7588.0;7.59;K. Chua Phat@8501;K. Hoa Phu@7125;no;GIU;co_mat_cat_mike;0;;0
Branch1045;1;0.0;9518.0;9.52;K. Chua Phat@4000;Ca Mau BL@2782;no;GIU;co_mat_cat_mike;0;;0
Branch1046;1;0.0;3030.0;3.03;Branch1043@959;Branch1044@1147;no;GIU;co_mat_cat_mike;0;;0
Branch1047;1;0.0;2932.0;2.93;Branch1043@1687;Branch1044@1147;no;GIU;co_mat_cat_mike;0;;0
Branch1048;1;0.0;2897.0;2.9;Branch1043@2541;Branch1044@2296;no;GIU;co_mat_cat_mike;0;;0
Branch1049;1;0.0;3705.0;3.71;Branch1043@4813;Branch1044@3682;no;GIU;co_mat_cat_mike;0;;0
Branch1050;1;0.0;4336.0;4.34;Branch1043@6104;Branch1044@5159;no;GIU;co_mat_cat_mike;0;;0
Branch1051;1;0.0;1902.0;1.9;Branch1043@2541;Branch1045@4210;no;GIU;co_mat_cat_mike;0;;0
Branch1052;1;0.0;1580.0;1.58;Branch1043@6104;Branch1045@7305;no;GIU;co_mat_cat_mike;0;;0
Branch1053;1;0.0;2423.0;2.42;Branch1045@7305;Ca Mau BL@5637;no;GIU;co_mat_cat_mike;0;;0
Branch1054;1;0.0;3347.0;3.35;Branch1018@1067;Branch1015@1368;no;GIU;co_mat_cat_mike;0;;0
Branch1055;1;0.0;4852.0;4.85;K. Ho Phong@7993;K. Cay Bong@17164;no;GIU;co_mat_cat_mike;0;;0
Branch1056;1;0.0;2391.0;2.39;Branch1016@9232;Branch1018@1067;no;GIU;co_mat_cat_mike;0;;0
Branch1157;1;0.0;3923.0;3.92;S. Dam Doi@11830;LauQuocGia@7437;no;GIU;co_mat_cat_mike;0;;0
Branch1158;1;0.0;3568.0;3.57;CaiBongR@3161;LauQuocGia@5370;no;GIU;co_mat_cat_mike;0;;0
Branch1159;1;0.0;13302.0;13.3;MuongDaoR@2187;S. Dam Doi@22758;no;GIU;co_mat_cat_mike;0;;0
Branch1160;1;0.0;5478.0;5.48;MuongDaoR@9952;Branch1159@6049;no;GIU;co_mat_cat_mike;0;;0
Branch1161;1;0.0;4142.0;4.14;Branch1159@6049;Bay Hap@17996;no;GIU;co_mat_cat_mike;0;;0
Branch1162;1;0.0;3341.0;3.34;GO_08@4028;S. Dam Doi@23699;no;GIU;co_mat_cat_mike;0;;0
Branch1163;1;0.0;4522.0;4.52;MuongDaoR@2187;K. Ong Don@7693;no;GIU;co_mat_cat_mike;0;;0
Branch1165;1;0.0;5145.0;5.14;MuongDaoR@10843;K. Ong Don@19640;no;GIU;co_mat_cat_mike;0;;0
Branch1166;1;0.0;6469.0;6.47;K. Ong Don@7693;S. Cua Lon-Bo De@21655;no;GIU;co_mat_cat_mike;0;;0
Branch1167;1;0.0;7646.0;7.65;K. Ong Don@12000;S. Cua Lon-Bo De@18492;no;GIU;co_mat_cat_mike;0;;0
Branch1169;1;0.0;5557.0;5.56;K. Ong Don@12000;S. Cua Lon-Bo De@8507;no;GIU;co_mat_cat_mike;0;;0
Branch1170;1;0.0;3478.0;3.48;K. Ong Don@19640;GO134_140@7237;no;GIU;co_mat_cat_mike;0;;0
Branch1171;1;0.0;2477.0;2.48;Branch1159@6049;LauQuocGia@5370;no;GIU;co_mat_cat_mike;0;;0
Branch1191;1;0.0;2221.0;2.22;GO134_140@675;GO73_75@1021;no;GIU;co_mat_cat_mike;0;;0
Branch1192;1;0.0;5253.0;5.25;Bay Hap@14651;LauQuocGia@5370;no;GIU;co_mat_cat_mike;0;;0
Branch1201;1;0.0;2609.0;2.61;K. Ong Don@4523;Rach Cai Nhap@3300;no;GIU;co_mat_cat_mike;0;;0
Branch972;1;0.0;6607.0;6.61;Ganh Hao@30566;K. Cai Keo@11744;no;GIU;co_mat_cat_mike;0;;0
Branch973;1;0.0;8051.0;8.05;K. Tac Van@1250;K. Cai Keo@2000;no;GIU;co_mat_cat_mike;0;;0
Branch974;1;0.0;3201.0;3.2;Branch975@2071;Branch979@919;no;GIU;co_mat_cat_mike;0;;0
Branch975;1;0.0;9188.0;9.19;Branch973@2029;Ganh Hao@29443;no;GIU;co_mat_cat_mike;0;;0
Branch976;1;0.0;5218.0;5.22;Branch975@2071;Branch972@2487;no;GIU;co_mat_cat_mike;0;;0
Branch977;1;0.0;3762.0;3.76;Branch974@1157;Branch978@1213;no;GIU;co_mat_cat_mike;0;;0
Branch978;1;0.0;3801.0;3.8;Branch972@2998;Branch979@3947;no;GIU;co_mat_cat_mike;0;;0
Branch979;1;0.0;6240.0;6.24;Branch973@3974;K. Cai Keo@10000;no;GIU;co_mat_cat_mike;0;;0
Branch980;1;0.0;3782.0;3.78;K. Tac Van@300;Branch973@3974;no;GIU;co_mat_cat_mike;0;;0
Branch981;1;0.0;2674.0;2.67;Ca Mau BL@47513;Branch973@6203;no;GIU;co_mat_cat_mike;0;;0
Branch982;1;0.0;4979.0;4.98;Branch973@5713;K. Cai Keo@6000;no;GIU;co_mat_cat_mike;0;;0
Branch983;1;0.0;2679.0;2.68;Branch982@942;K. Cai Keo@5033;no;GIU;co_mat_cat_mike;0;;0
Branch984;1;0.0;2362.0;2.36;Branch982@310;K. Cai Keo@4000;no;GIU;co_mat_cat_mike;0;;0
Branch985;1;0.0;2895.0;2.9;Branch972@2487;Ganh Hao@32035;no;GIU;co_mat_cat_mike;0;;0
Branch987;1;0.0;4845.0;4.84;K. Cai Keo@2000;Branch988@1669;no;GIU;co_mat_cat_mike;0;;0
Branch988;1;0.0;7054.0;7.05;K. Cai Keo@4000;K. Ho Phong@7993;no;GIU;co_mat_cat_mike;0;;0
Branch989;1;0.0;7107.0;7.11;K. Cai Keo@5033;K. Ho Phong@9863;no;GIU;co_mat_cat_mike;0;;0
Branch990;1;0.0;6030.0;6.03;TU_DO;K. Ho Phong@12154;no;GIU;co_mat_cat_mike;0;;0
Branch991;1;0.0;4336.0;4.34;Branch990@647;Branch992@4847;no;GIU;co_mat_cat_mike;0;;0
Branch992;1;0.0;6842.0;6.84;K. Cai Keo@11744;K. Ho Phong@15484;no;GIU;co_mat_cat_mike;0;;0
Branch993;1;0.0;8586.0;8.59;Ca Mau BL@43944;K. Ho Phong@5983;no;GIU;co_mat_cat_mike;0;;0
Branch994;1;0.0;6215.0;6.21;Branch993@3000;K. Ho Phong@3457;no;GIU;co_mat_cat_mike;0;;0
Branch995;1;0.0;3470.0;3.47;Ca Mau BL@37095;Branch994@5312;no;GIU;co_mat_cat_mike;0;;0
Branch996;1;0.0;9624.0;9.62;Ca Mau BL@35728;K. Ho Phong@3457;no;GIU;co_mat_cat_mike;0;;0
Branch997;1;0.0;6101.0;6.1;Ca Mau BL@34396;K. Cay Bong@3972;no;GIU;co_mat_cat_mike;0;;0
Branch998;1;0.0;4918.0;4.92;Branch987@3000;K. Ho Phong@6966;no;GIU;co_mat_cat_mike;0;;0
Branch999;1;0.0;2973.0;2.97;Branch990@0;Branch992@1667;no;GIU;co_mat_cat_mike;0;;0
BthomChannel;1;0.0;4568.0;4.57;MekongCam@133900;TU_DO;no;bo;ngoai_lien_thong;0;;0
Bui Moi;2;0.0;13000.0;13.0;"An Phong MH@55000; Nguyen Van Tiep2@6985";"Dong Tien@58000; An Phong MH@55000";no;GIU;co_mat_cat_mike;0;;0
Bung Coc;4;0.0;9950.0;9.95;"K.19/5@11055; NGBXau@3052; PTTTran@6000; Dai Ngai@28415";"Bo Thao@12443; K.19/5@11055; NGBXau@3052; PTTTran@6000";no;GIU;co_mat_cat_mike;0;;0
Bung Tuc;2;0.0;10370.0;10.37;No 1@16672;"No 1@16672; Song_Tap_Ren@4582";no;GIU;co_mat_cat_mike;0;;0
BungLon;1;0.0;4874.0;4.87;O Mon@21000;CauNhiemriver_2@1746;no;GIU;co_mat_cat_mike;0;;0
Bung_Binh_Thien_Lon;1;0.0;4999.0;5.0;BASSAC@8782;SongBinhDi@7087;no;GIU;co_mat_cat_mike;0;;0
C01;1;0.0;13097.0;13.1;Tien@139487;CoChien@20977;no;GIU;co_mat_cat_mike;5;SOUTH;0
C02;1;0.0;2760.0;2.76;CoChien@13051;C01@4023;no;GIU;co_mat_cat_mike;1;SOUTH;0
C03;1;0.0;1436.0;1.44;C01@12659;C04@4374;no;GIU;co_mat_cat_mike;1;SOUTH;0
C04;1;0.0;8706.0;8.71;Tien@151392;CoChien@27298;no;GIU;co_mat_cat_mike;4;SOUTH;0
C05;1;0.0;2148.0;2.15;Tien@147966;C04@2364;no;GIU;co_mat_cat_mike;1;SOUTH;0
C06;1;0.0;5038.0;5.04;Ham Luong@1629;C07@1600;no;GIU;co_mat_cat_mike;1;SOUTH;0
C07;1;0.0;7226.0;7.23;Ham Luong@5307;CoChien@28053;no;GIU;co_mat_cat_mike;3;SOUTH;0
C08;1;0.0;7064.0;7.06;C07@3750;CoChien_3@3700;no;GIU;co_mat_cat_mike;4;SOUTH;0
C09;1;0.0;2311.0;2.31;C07@4615;C08@4305;no;GIU;co_mat_cat_mike;1;SOUTH;0
C10;1;0.0;2220.0;2.22;C08@4700;C11@12508;no;GIU;co_mat_cat_mike;1;SOUTH;0
C11;1;0.0;13220.0;13.22;Ham Luong@11232;CoChien_3@6692;no;GIU;co_mat_cat_mike;7;SOUTH;0
C12;1;0.0;17601.0;17.6;Ham Luong1@6982;CoChien_3@13023;no;GIU;co_mat_cat_mike;7;SOUTH;0
C13;1;0.0;13108.0;13.11;C14@1976;CoChien_3@15035;no;GIU;co_mat_cat_mike;4;SOUTH;0
C14;1;0.0;7716.0;7.72;C12@8813;Mo Cay@13000;no;GIU;co_mat_cat_mike;3;SOUTH;0
C15;1;0.0;4441.0;4.44;C14@5975;Mo Cay@6564;no;GIU;co_mat_cat_mike;1;SOUTH;0
C16;1;0.0;11346.0;11.35;Mo Cay@1000;C17@8450;no;GIU;co_mat_cat_mike;3;SOUTH;0
C17;1;0.0;17173.0;17.17;Mo Cay@1000;CuaCoChien@4516;no;GIU;co_mat_cat_mike;7;SOUTH;0
C18;1;0.0;5786.0;5.79;MCC01_19@8753;C16@4639;no;GIU;co_mat_cat_mike;2;SOUTH;0
C19;1;0.0;7483.0;7.48;MCC01_19@6135;C16@7449;no;GIU;co_mat_cat_mike;2;SOUTH;0
C20;1;0.0;5513.0;5.51;MCC01_19@3054;C19@6080;no;GIU;co_mat_cat_mike;1;SOUTH;0
C21;1;0.0;4310.0;4.31;MCC01_19@3054;C23@1175;no;GIU;co_mat_cat_mike;2;SOUTH;0
C22;1;0.0;9507.0;9.51;C21@3500;C17@8450;no;GIU;co_mat_cat_mike;3;SOUTH;0
C23;1;0.0;10776.0;10.78;Ham Luong@46088;C17@15700;no;GIU;co_mat_cat_mike;3;SOUTH;0
C24;1;0.0;8735.0;8.73;C23@7363;C27@3803;no;GIU;co_mat_cat_mike;2;SOUTH;0
C25;1;0.0;8015.0;8.02;C23@9011;CuaCoChien@6900;no;GIU;co_mat_cat_mike;2;SOUTH;0
C26;1;0.0;6566.0;6.57;C25@4096;C27@7238;no;GIU;co_mat_cat_mike;1;SOUTH;0
C27;1;0.0;9886.0;9.89;Ham Luong@54670;CuaCoChien@14503;no;GIU;co_mat_cat_mike;2;SOUTH;0
C28;1;0.0;23653.0;23.65;Ham Luong@54670;Ham Luong@71944;no;GIU;co_mat_cat_mike;8;SOUTH;0
C29;1;0.0;9231.0;9.23;C27@3803;CuaCoChien@17533;no;GIU;co_mat_cat_mike;3;SOUTH;0
C30;1;0.0;10363.0;10.36;C28@8679;CuaCoChien@22962;no;GIU;co_mat_cat_mike;3;SOUTH;0
C31;1;0.0;2029.0;2.03;Ham Luong@68193;C28@10477;no;GIU;co_mat_cat_mike;2;SOUTH;0
C32;1;0.0;8883.0;8.88;C28@17654;CuaCoChien@27310;no;GIU;co_mat_cat_mike;1;SOUTH;0
C33;1;0.0;12286.0;12.29;C28@20212;CuaCoChien@27310;no;GIU;co_mat_cat_mike;3;SOUTH;0
C34;1;0.0;9241.0;9.24;C28@20212;C33@6563;no;GIU;co_mat_cat_mike;3;SOUTH;0
C35;1;0.0;9063.0;9.06;C11@12508;C36@170;no;GIU;co_mat_cat_mike;3;SOUTH;0
C36;1;0.0;8458.0;8.46;C11@5301;C12@10049;no;GIU;co_mat_cat_mike;2;SOUTH;0
C37;1;0.0;9564.0;9.56;C36@3076;Ham Luong1@4344;no;GIU;co_mat_cat_mike;4;SOUTH;0
C38;1;0.0;3466.0;3.47;C35@2300;CoChien_3@8332;no;GIU;co_mat_cat_mike;2;SOUTH;0
C39;1;0.0;4637.0;4.64;C11@3770;Ham Luong@12927;no;GIU;co_mat_cat_mike;2;SOUTH;0
C40;1;0.0;2669.0;2.67;C08@3465;C11@8479;no;GIU;co_mat_cat_mike;1;SOUTH;0
C41;1;0.0;5393.0;5.39;CoChien_3@8940;C12@13343;no;GIU;co_mat_cat_mike;2;SOUTH;0
C42;1;0.0;7567.0;7.57;C36@1722;Ham Luong1@2517;no;GIU;co_mat_cat_mike;3;SOUTH;0
C43;1;0.0;2467.0;2.47;C04@8300;C07@3750;no;GIU;co_mat_cat_mike;1;SOUTH;0
CAIHOP;1;0.0;23884.0;23.88;CoChien@45405;TRA_NGOA@23174;no;GIU;co_mat_cat_mike;6;2006;0
CAISONBABONGONG;1;0.0;3887.0;3.89;KH9@7772;Can_Tho@27266;no;GIU;co_mat_cat_mike;2;2006;0
CANCHONG;1;0.0;12563.0;12.56;CuaDinhAn@3599;TRA_NGOA@39725;no;GIU;co_mat_cat_mike;3;2006;0
CAY KHO;1;0.0;13917.0;13.92;R. BEN NGHE1@367;Can Giuoc@11290;no;GIU;co_mat_cat_mike;14;2000, 2020_KHCN;0
CC4;1;0.0;7282.0;7.28;Quan Lo PH@62589;KCHOHOIHUYENSU2@21421;no;GIU;co_mat_cat_mike;3;2014;0
CDXDong;3;0.0;11211.0;11.21;"Muong Lo2@5673; BASSAC@181155; Bung Tuc@8084";"Bung Tuc@8084; Muong Lo2@5673; TCMNeo@5646";no;GIU;co_mat_cat_mike;1;2014;0
CG11_16;1;0.0;17973.0;17.97;Vam Co@25994;GO_06_12@12403;no;GIU;co_mat_cat_mike;5;2006;0
CG17_18;1;2000.0;24292.0;22.29;binhphan@560;GO_06_12@11441;no;GIU;co_mat_cat_mike;5;2006;0
CHUVANG1;1;0.0;7461.0;7.46;Can Gao@32287;KENHCHONGMY@40856;no;GIU;co_mat_cat_mike;3;2013;0
CHUVANG2;1;0.0;2843.0;2.84;TU_DO;KENHCHONGMY@40856;no;GIU;co_mat_cat_mike;5;2013;0
CM03_04;1;0.0;9100.0;9.1;Ong Doc@27504;CM11@22054;no;GIU;co_mat_cat_mike;2;2006;0
CM11;1;0.0;34395.0;34.4;Ong Doc@1693;TU_DO;no;GIU;co_mat_cat_mike;5;2006;0
CM16_17;1;0.0;11580.0;11.58;Ong Doc@17728;CM11@15904;no;GIU;co_mat_cat_mike;3;2006;0
CM18_19;1;0.0;6417.0;6.42;KTHOMAIDONGCUNG@7728;CM42_43@9180;no;GIU;co_mat_cat_mike;2;2006;0
CM20_21;1;0.0;8563.0;8.56;K. Lo Xe@6977;KTHOMAIDONGCUNG@9650;no;GIU;co_mat_cat_mike;2;2006;0
CM42_43;1;0.0;20882.0;20.88;KTHOMAIDONGCUNG@1351;TU_DO;no;GIU;co_mat_cat_mike;2;2006;0
CM59_60;1;0.0;23551.0;23.55;K. Lo Xe 1@13491;Bay Hap@29102;no;GIU;co_mat_cat_mike;3;2006;0
CMP_Cai Bat;1;0.0;3346.0;3.35;Ban@3598;Ca Mau 2@5863;no;GIU;co_mat_cat_mike;0;;0
CMP_Cai Tac;1;0.0;9805.0;9.8;Saintenoy@9425;Nang Mau 2@9414;no;GIU;co_mat_cat_mike;0;;0
CMP_Moi;1;0.0;6311.0;6.31;Lo Xe@4472;KVINHMYPHUOCLONG@36000;no;GIU;co_mat_cat_mike;0;;0
CMP_Moi1;1;0.0;4717.0;4.72;Cai Lon@64114;Xa No@40170;no;GIU;co_mat_cat_mike;0;;0
CMP_Moi2;1;0.0;1967.0;1.97;PTTTran@1005;NGBXau@0;no;GIU;co_mat_cat_mike;0;;0
CMP_Muong Khai;1;0.0;4569.0;4.57;BASSAC@168214;DongDaTN@1886;no;GIU;co_mat_cat_mike;1;2014;0
CMP_Nang Mau 2;2;27001.0;45837.0;18.84;"Nang Mau@32909; K8000@11700";"Cai Lon@90215; Nang Mau@32909";no;GIU;co_mat_cat_mike;0;;0
CMP_Ngang;1;0.0;6818.0;6.82;Nang Mau@48272;Cai Xu@1281;no;GIU;co_mat_cat_mike;0;;0
CMP_Nha Tho;1;0.0;2205.0;2.21;TU_DO;Lung Sen@3000;no;GIU;co_mat_cat_mike;0;;0
CMP_Tam Ngan;1;0.0;4562.0;4.56;Tam Ngam@0;Xeo Chit@12889;no;GIU;co_mat_cat_mike;0;;0
CMy_CN;1;0.0;9336.0;9.34;K. Lo Xe@13212;Bay Hap@14651;no;GIU;co_mat_cat_mike;0;;0
CSNTung;1;0.0;5400.0;5.4;Ba Dot@2000;Phu No@6000;no;GIU;co_mat_cat_mike;0;;0
CXNRo1;2;0.0;9202.0;9.2;"ST29_ST56@11821; K. Cai Xe_Ngan Ro@2378";"K. Cai Xe_Ngan Ro@2378; Tiep Nhat@912";no;GIU;co_mat_cat_mike;0;;0
Ca Bau;1;0.0;3000.0;3.0;Hau Giang 3@27000;Cai Lon@95577;no;GIU;co_mat_cat_mike;0;;0
Ca Dua;2;0.0;11000.0;11.0;"K61@24246; Cam36@13400";"Vam Co Tay@29774; K61@24246";no;GIU;co_mat_cat_mike;0;;0
Ca Duc;2;0.0;14700.0;14.7;"Nguyen Van Tiep1@7140; An Phong MH1@21625";"Cao Lanh@3035; Nguyen Van Tiep1@7140";no;GIU;co_mat_cat_mike;0;;0
Ca Gua;2;0.0;21600.0;21.6;"Bac Chan@6500; Cai Rung@7037";"Quang Dai@1200; Bac Chan@6500";no;GIU;co_mat_cat_mike;0;;0
Ca Mau;1;0.0;15000.0;15.0;VamNao@20186;Ong Chuong@18000;no;GIU;co_mat_cat_mike;0;;0
Ca Mau 1;1;0.0;10071.0;10.07;Can Gao@74000;Bach nguu@57331;no;GIU;co_mat_cat_mike;0;;0
Ca Mau 2;1;0.0;8177.0;8.18;Can Gao@78064;Bach nguu@59932;no;GIU;co_mat_cat_mike;0;;0
Ca Mau 4;1;0.0;2306.0;2.31;K. Ranh@20049;Can Gao@45392;no;GIU;co_mat_cat_mike;0;;0
Ca Mau BL;1;0.0;67037.0;67.04;Bac Lieu@35028;Tac Thu@9800;no;GIU;co_mat_cat_mike;0;;0
Ca Mau11;1;0.0;10776.0;10.78;K. Cay Bong@7847;TU_DO;no;GIU;co_mat_cat_mike;0;;0
Ca Mon;1;0.0;7263.0;7.26;K28@15508;Cai Rung@0;no;GIU;co_mat_cat_mike;0;;0
Ca Nhip;2;0.0;11600.0;11.6;"An Phong MH@66900; Dong Tien@69300";"Nguyen Van Tiep2@17221; An Phong MH@66900";no;GIU;co_mat_cat_mike;0;;0
Ca Ro;2;0.0;10000.0;10.0;K61@10847;"Vam Co Tay@15322; K61@10847";no;GIU;co_mat_cat_mike;0;;0
Ca Vinh;2;0.0;5998.0;6.0;"Thong Luu@9774; K. Nang Ren@32227";"Bac Lieu@27541; Thong Luu@9774";no;GIU;co_mat_cat_mike;0;;0
Cai Bat;2;0.0;18558.0;18.56;"Cai Bat cau@500; Cai Co LK@35700";"Hong Ngu@35447; Tan Thanh LG@28964";no;GIU;co_mat_cat_mike;0;;0
Cai Bat cau;1;0.0;500.0;0.5;Tan Thanh LG@28964;TU_DO;no;GIU;co_mat_cat_mike;0;;0
Cai Be;1;0.0;92796.0;92.8;TU_DO;Cai Lon@44663;no;GIU;co_mat_cat_mike;0;;0
Cai Beo;2;0.0;20000.0;20.0;"So 1@7900; Nguyen Van Tiep1@23424";"CaiNho@1288; So 1@7900";no;GIU;co_mat_cat_mike;0;;0
Cai Cai;2;0.0;20180.0;20.18;"Cai Cai cau@500; Cai Co LK@30451";"Hong Ngu@28211; Tan Thanh LG@21386";no;GIU;co_mat_cat_mike;0;;0
Cai Cai cau;1;0.0;500.0;0.5;Tan Thanh LG@21386;TU_DO;no;GIU;co_mat_cat_mike;0;;0
Cai Cau;2;0.0;8722.0;8.72;"BASSAC@170486; Muong Lo2@15137";"Muong Lo2@15137; SHU_22_23@6799";no;GIU;co_mat_cat_mike;1;2014;0
Cai Co LK;1;0.0;90335.0;90.33;Tan Thanh LG@1900;TU_DO;no;GIU;co_mat_cat_mike;0;;0
Cai Con;1;0.0;16103.0;16.1;BASSAC@165720;TU_DO;no;GIU;co_mat_cat_mike;1;2006;0
Cai Con Be;1;0.0;12762.0;12.76;Cai Con@877;No 1@6323;no;GIU;co_mat_cat_mike;0;;0
Cai Cui;1;0.0;6000.0;6.0;BASSAC@157876;Rach_Cai_Dau@2576;no;GIU;co_mat_cat_mike;0;;0
Cai Da;2;0.0;4836.0;4.84;"Can_Tho@29731; APMYXEOLAXEOGIUA@5637";"APMYXEOLAXEOGIUA@5637; Bong Binh@4000";no;GIU;co_mat_cat_mike;0;;0
Cai Dia;1;0.0;6052.0;6.05;CMP_Nang Mau 2@43474;Nang Mau@48272;no;GIU;co_mat_cat_mike;0;;0
Cai Lon;1;0.0;106588.0;106.59;TU_DO;TU_DO;no;GIU;co_mat_cat_mike;0;;0
Cai Muon;1;0.0;5657.0;5.66;Xeo Choi@0;Kenh_Nga_Cay@6354;no;GIU;co_mat_cat_mike;0;;0
Cai Nhum;1;0.0;6581.0;6.58;Nang Mau@12412;Ong Hoach@0;no;GIU;co_mat_cat_mike;0;;0
Cai Rung;1;0.0;18321.0;18.32;TU_DO;Vam Co Tay@0;no;GIU;co_mat_cat_mike;0;;0
Cai Sach;1;0.0;12000.0;12.0;Cai Rung@0;Phuoc Xuyen2@7769;no;GIU;co_mat_cat_mike;0;;0
Cai San;2;0.0;60505.0;60.51;"BASSAC@102461; Rach Gia HT@4971";Rach Gia HT@4971;no;GIU;co_mat_cat_mike;0;;0
Cai Tac;1;0.0;10863.0;10.86;BASSAC@69611;VamNao@14671;no;GIU;co_mat_cat_mike;0;;0
Cai Tat;1;0.0;4472.0;4.47;Ong Hoach@0;Song_Cai_Rang@10033;no;GIU;co_mat_cat_mike;0;;0
Cai Tau;1;0.0;2400.0;2.4;Quan Lo PH@25680;Duong Mon@1000;no;GIU;co_mat_cat_mike;0;;0
Cai Tau Thuong;1;0.0;11340.0;11.34;Tien_4@13755;Lap Vo@44753;no;GIU;co_mat_cat_mike;0;;0
Cai Trau;1;0.0;47778.0;47.78;Quan Lo PH@14427;Nhu_Gia@30686;no;GIU;co_mat_cat_mike;0;;0
Cai Trau NG;1;0.0;14030.0;14.03;Cai Trau@9551;Nhu_Gia@17782;no;GIU;co_mat_cat_mike;0;;0
Cai Xu;1;0.0;5000.0;5.0;Cai Lon@68123;Doan ket@3675;no;GIU;co_mat_cat_mike;0;;0
Cai co LK cau;1;0.0;500.0;0.5;Cai Co LK@90335;Vam Co Tay@0;no;GIU;co_mat_cat_mike;0;;0
CaiBe_TG;1;0.0;11644.0;11.64;Tien@137113;Tien@149417;no;GIU;co_survey2020;0;;2
CaiBongR;1;0.0;6156.0;6.16;Bay Hap@10346;S. Dam Doi@11830;no;GIU;co_mat_cat_mike;0;;0
CaiNho;1;0.0;13003.0;13.0;Tien@99036;Tien@114903;no;GIU;co_mat_cat_mike;0;;0
CaiNho_1;1;0.0;3260.0;3.26;TU_DO;Tien@112456;no;GIU;co_mat_cat_mike;0;;0
CaiNhum;1;0.0;10955.0;10.96;Tong Hung LH@3303;Mang Thit@8000;no;GIU;co_mat_cat_mike;0;;0
CaiNuoc2;1;0.0;10484.0;10.48;K. Lo Xe@8948;Bay Hap@16711;no;GIU;co_mat_cat_mike;0;;0
CaiNuocRiver;1;0.0;6629.0;6.63;K. Dong Cung@11369;CM42_43@5441;no;GIU;co_mat_cat_mike;0;;0
